GNR 1999-004 , 1 , 0.2751592291385281
GNR 1999-004 , 2 , 0.14600843771569183
GNR 1999-007 , A , 0.15709819905439737
GNR 1999-007 , B , 0.23035716705564957
GNR 1999-027 , 1 , 0.2566235286300169
GNR 1999-027 , 4 , 0.2054544873134334
GNR 1999-027 , 5 , 0.34553043262083616
GNR 1999-027 , 8 , 0.1951242656755492
GNR 1999-027 , 9 , 0.02582113586522805
GNR 2001-009 , T , 0.3029999999999995
GNR 2001-024 , 1 , 0.16790752128413589
GNR 2001-025 , 1 , 0.17090654062661736
GNR 2001-035 , 1 , 0.13381746751278567
GNR 2001-035 , 2 , 0.02359757396248341
GNR 2001-060 , 1 , 0.11713806315505537
GNR 2001-060 , 2 , 0.11712771933781985
GNR 2001-060 , 3 , 0.13193276024613398
GNR 2001-061 , 1 , 0.23590837772447792
GNR 2001-061 , 3 , 0.15519067894944727
GNR 2002-007 , 1 , 0.21636715645271942
GNR 2002-013 , 1 , 0.13897091334566147
GNR 2002-013 , 2 , 0.09049696603546031
GNR 2002-013 , 3 , 0.07424762761873471
GNR 2002-015 , 2 , 0.006794337800920647
GNR 2002-015 , 4 , 0.02214037678035341
GNR 2002-032 , 2 , 0.2007714126287401
GNR 2002-032 , 3 , 0.09909986921062353
GNR 2002-032 , 4 , 0.2390000000000002
GNR 2002-039 , 1 , 0.1449684500358881
GNR 2002-039 , 2 , 0.14399515190333412
GNR 2002-042 , 1 , 0.1709999999999996
GNR 2002-042 , 2 , 0.147583363403488
GNR 2002-042 , 3 , 0.08847952963422379
GNR 2002-042 , 4B , 0.0
GNR 2002-042 , 5 , 0.001410185611395498
GNR 2002-042 , 6 , 0.10421191356000226
GNR 2002-046 , 1 , 0.10409896317192491
GNR 2002-049 , 1 , 0.07710491001323361
GNR 2002-049 , 2 , 0.23241960289408425
GNR 2002-051 , 1A , 0.09720499222346879
GNR 2002-051 , 2 , 0.11707389116380107
GNR 2002-052 , 1 , 0.14295704491592442
GNR 2002-052 , 2 , 0.09460813579733485
GNR 2002-054 , 2 , 0.24879782846745024
GNR 2002-055 , 1 , 0.2734599185487264
GNR 2002-059 , 1 , 0.14577232752511582
GNR 2002-060 , 1 , 0.0702553844744529
GNR 2002-060 , 2 , 0.06291388263982434
GNR 2002-060 , 3 , 0.24838031398244032
GNR 2002-060 , 6 , 0.13924577178467035
GNR 2002-063 , 1 , 0.1737340845917198
GNR 2002-063 , 2 , 0.14847797382503147
GNR 2002-063 , 3 , 0.021874692401018248
GNR 2002-065 , 1 , 0.11153816188130727
GNR 2002-065 , 2 , 0.13222850626720084
GNR 2002-065 , 3 , 0.17957253368717185
GNR 2002-067 , 2 , 0.36672774289449317
GNR 2002-067 , 3 , 0.1846600759842404
GNR 2002-069 , 1 , 0.1728194948056977
GNR 2002-069 , 3 , 0.19864780775711055
GNR 2002-070 , 1 , 0.17399999999999993
GNR 2002-070 , 3 , 0.3241033458246396
GNR 2002-070 , 4 , 0.9177310481965651
GNR 2002-070 , 6 , 0.18046300506425716
GNR 2002-071 , 1 , 0.24088784650814643
GNR 2002-071 , 2 , 0.17576721599279754
GNR 2002-072 , 1 , 0.1985478944713962
GNR 2002-072 , 2 , 0.19010819348737296
GNR 2002-075 , 1 , 0.28026656055233456
GNR 2002-075 , 2 , 0.4129969476488139
GNR 2002-075 , 4 , 0.21443769801200663
GNR 2002-077 , 1 , 0.25710365123917245
GNR 2002-077 , 2 , 0.01553591609846583
GNR 2002-078 , 1 , 0.2656229294141318
GNR 2002-078 , 2 , 0.20000607451958274
GNR 2002-078 , 3 , 0.03494129076856667
GNR 2002-079 , 1 , 0.189223147487928
GNR 2002-079 , 4 , 0.020000000000000462
GNR 2002-079 , 6 , 0.30972680053418256
GNR 2002-080 , 1 , 0.3710976958648502
GNR 2002-080 , 2 , 0.2776646939877403
GNR 2002-086 , 1 , 0.16300000000000048
GNR 2002-087 , 1 , 0.19699511060285047
GNR 2002-088 , 1 , 0.16300000000000048
GNR 2002-088 , 3 , 0.17487344860264575
GNR 2002-088 , 4 , 0.19161224091995044
GNR 2002-089 , 1 , 0.16300000000000048
GNR 2002-090 , 1 , 0.12054290823700486
GNR 2002-092 , 1 , 0.17311826050036305
GNR 2002-092 , 2 , 0.11603715901323264
GNR 2002-092 , 3 , 0.15208975988001083
GNR 2002-093 , 1 , 0.2222017637751651
GNR 2003-001 , 1 , 0.19020814331388103
GNR 2003-002 , 1 , 0.22599999999999987
GNR 2003-002 , 2 , 0.25674371480229075
GNR 2003-003 , 1 , 0.22598335422129456
GNR 2003-003 , 2 , 0.0876487644881806
GNR 2003-004 , 1 , 0.12077249740187013
GNR 2003-004 , 2 , 0.22599999999999987
GNR 2003-006 , 1 , 0.2244149468072799
GNR 2003-006 , 2 , 0.15011921694074393
GNR 2003-007 , 1 , 0.1824168569863901
GNR 2003-007 , 2 , 0.05308139469121531
GNR 2003-007 , 4 , 0.008935032928268916
GNR 2003-007 , 5 , 0.3854169298588954
GNR 2003-008 , 1 , 0.10736032886261915
GNR 2003-009 , 1 , 0.20727556131455194
GNR 2003-010 , 2 , 0.22773489468173702
GNR 2003-010 , 3 , 0.2301323618856561
GNR 2003-011 , 1 , 0.21172627598665084
GNR 2003-011 , 2 , 0.08814908125504817
