GNR 1999-004 , 1 , 0.044678562316232906
GNR 1999-004 , 2 , 0.2743214839615312
GNR 1999-007 , A , 0.1074643072409508
GNR 1999-007 , B , 0.2633792953078523
GNR 1999-027 , 1 , 0.23314732842007158
GNR 1999-027 , 4 , 0.17537356578578112
GNR 1999-027 , 5 , 0.026908502400123324
GNR 1999-027 , 8 , 0.2711814424278496
GNR 1999-027 , 9 , 0.018285556586516982
GNR 2001-009 , T , 0.19299999999999984
GNR 2001-024 , 1 , 0.09915735599567077
GNR 2001-025 , 1 , 0.09888851530844633
GNR 2001-035 , 1 , 0.13775925770790587
GNR 2001-035 , 2 , 0.22616811938368275
GNR 2001-060 , 1 , 0.036659439311604425
GNR 2001-060 , 2 , 0.036655974835473226
GNR 2001-060 , 3 , 0.13071128061443782
GNR 2001-061 , 1 , 0.165640984925141
GNR 2001-061 , 3 , 0.154703769797912
GNR 2002-007 , 1 , 0.10225992941216733
GNR 2002-013 , 1 , 0.19507243760098592
GNR 2002-013 , 2 , 0.07489229490241611
GNR 2002-013 , 3 , 0.09098306909466392
GNR 2002-015 , 2 , 0.00488891720759721
GNR 2002-015 , 4 , 0.05590740738257094
GNR 2002-032 , 2 , 0.12606005006002785
GNR 2002-032 , 3 , 0.18575266252838085
GNR 2002-032 , 4 , 0.01600000000000068
GNR 2002-039 , 1 , 0.11307945808947906
GNR 2002-039 , 2 , 0.14401700912847204
GNR 2002-042 , 1 , 0.21799999999999997
GNR 2002-042 , 2 , 0.1459555725731927
GNR 2002-042 , 3 , 0.19479608916681634
GNR 2002-042 , 4B , 0.0
GNR 2002-042 , 5 , 0.0
GNR 2002-042 , 6 , 0.08994116832079802
GNR 2002-046 , 1 , 0.18115378894630363
GNR 2002-049 , 1 , 0.16001879385538542
GNR 2002-049 , 2 , 0.17733123594069022
GNR 2002-051 , 1A , 0.14866574723397952
GNR 2002-051 , 2 , 0.19843265331722615
GNR 2002-052 , 1 , 0.159192248166381
GNR 2002-052 , 2 , 0.19028135416642744
GNR 2002-054 , 2 , 0.19335935351866596
GNR 2002-055 , 1 , 0.10307110324050994
GNR 2002-059 , 1 , 0.04603625250094645
GNR 2002-060 , 1 , 0.16715849636874236
GNR 2002-060 , 2 , 0.8022178684020964
GNR 2002-060 , 3 , 0.20125116776877927
GNR 2002-060 , 6 , 0.1317809850553323
GNR 2002-063 , 1 , 0.22208691156414528
GNR 2002-063 , 2 , 0.22744964143869284
GNR 2002-063 , 3 , 0.007685723911968756
GNR 2002-065 , 1 , 0.033626731415084765
GNR 2002-065 , 2 , 0.09221473199485897
GNR 2002-065 , 3 , 0.23355467349794812
GNR 2002-067 , 2 , 0.02740500572388893
GNR 2002-067 , 3 , 0.22528107962067934
GNR 2002-069 , 1 , 0.1952326149366177
GNR 2002-069 , 3 , 0.1851999762871318
GNR 2002-070 , 1 , 0.26099999999999957
GNR 2002-070 , 3 , 0.24295125666027018
GNR 2002-070 , 4 , 0.17257044785999898
GNR 2002-070 , 6 , 0.21800097788768857
GNR 2002-071 , 1 , 0.14742034253700265
GNR 2002-071 , 2 , 0.1985802136868008
GNR 2002-072 , 1 , 0.19080940981996586
GNR 2002-072 , 2 , 0.19593200722934845
