platinumcusip,cpr
36241LGU4,0.18547321960092766
36225ACD0,0.01972730489168384
3622A2AX0,0.528231519496972
36225AV23,1
3622A2Z96,0.24913916208400133
36241LPN0,0.2341344107025064
3622AAAQ7,0.18860802117275888
36241KTK4,0.10146886533178912
36241LP34,0.15727717721888768
3622A26P2,0.20698112082303277
36241LK70,0.15701090800578987
36241LJK3,0.1522157667443398
36241K2F4,0.21462240410324196
36241KA65,0.14253902340597302
3622A3BS8,0.37166568316155146
36225ATG5,0.5504570869981062
36241K5Z7,0.15326044219985102
3622AA4P6,0.09134394836388571
3622A2RS3,0.06965115044796966
36241KCK2,0.024815849196752837
3622AAQG2,0.053430495163170444
36225BUY2,0.016311264396309366
36241LUE4,0.24963935759484357
36241LS23,0.21279150844627914
3622AAV84,0.10809121903781782
36241LGD2,0.22641033035007763
36241LGV2,0.7606641809832917
36225BXT0,0.12023533027144684
36225BYP7,0.0002708405975202499
36241KQU5,0.45129632866990776
36241LBV7,0.13817594404865108
36241K3B2,0.898553213274636
3622A2HY1,0.4056030810381326
36225BE95,0.08267874541716913
36225BGW2,0.08479183148997382
3622AAE91,0.14375690004908914
36225AVA5,0.17195649870634366
36225BTU2,0.10009134012446186
36241KND6,0.48958694235906375
36225A3V0,0.009849494158365335
36225BLU0,0.10448475145368241
36241L2A3,0.2799999999999996
36241LKJ4,0.2863287053082816
3622A2X23,0.4420172280659219
36225A4P2,0.09871547208294451
3622A2RA2,0.14317612864571994
36225A4M9,0.006708972000990743
36241KJP4,0.2413443929708773
3622A2FK3,0.04434266352307503
36241KDH8,0.16416363886398322
36241KC48,0.06051053864283451
36225BBQ0,0.45466589290166626
36241L4E3,0.3188628687560021
3622A2MS8,0.21984270835317166
3622A2Y97,0.45099999999999973
36241KX29,0.12863303947746485
3622A2P22,0.07963938623296085
3622AACL6,0.23443989602011162
36225BGE2,0.31793332760910986
36241KY51,0.016285218894313447
36241KU48,0.034721095382871936
3622AACM4,0.4582189920101196
36241LUF1,0.14828193860477912
3622A2VT6,0.001107543450968862
3622AABS2,0.3249234034821309
36225BM47,0
3622A2M41,0.4270595196979169
36241KVY1,0.26570685484061674
3622AAZU1,0.1676415458067182
3622AADY7,0.34149929442572435
36225BWT1,0.11913362802759175
36241KHH4,0.025548606086838843
3622AAQA5,0.4444306447459426
36225BS90,0.5000400623465568
3622AAV68,0.0038397062716939434
3622A2SS2,0.29604496851965123
3622AAP81,0.10861580084124467
36241K7C6,0.1810856543311422
3622AACJ1,0.12034555568950289
36241KHE1,0.03069026289954524
36241LMZ6,0.12462779639939858
3622AATZ7,0.075705305353988
3622A2A44,0.14584354882473483
36225BZG6,0.1850000000000004
36225ANF3,0.22850318853717766
3622AAFD1,0.4195700186110247
3622A2M66,0.2105443074894765
36241KW46,0.288153694861065
36241LP75,0.2855001409018568
3622A2U26,0.00472925869955243
36225BKC1,0.010430880690388666
3622A2KE1,0.4270354512810919
36225BNQ7,0.3247180168735331
36225B5G9,0.10309702607554094
3622AAL77,0.2723323823804481
36241LCB0,0.18134880351301363
3622A2Z70,0.45926949690802865
3622AA2Q6,0.07087000328275983
36241L7C4,0.2929999999999995
3622AA3F9,0.002276611622876734
3622AADL5,0.0003103994087289008
36225B4T2,0.03703852924345197
3622A2SQ6,0.16558434245784448
36241KUV8,0.7807966494156408
36241LC53,0.1941548580373451
3622AA3S1,0.003488979379276169
36241KKG2,0.18633974886940663
3622AAKP8,0.42771883786187637
36241LT55,0.367417477223417
3622AAHM9,0.4298394275257954
3622A24C3,0.30707152734665755
3622A2CE0,0.20200000000000007
36225AUM0,0.1840743259421238
3622AAYC2,0.2282000763094103
36225BUC0,0.06512294867331858
36225AB66,0.039644548523686374
3622A2R95,0.498
36241K2W7,0.24499257775778904
36225BYV4,0.110925631154005
36241LU95,0.2844314887757843
3622A2PW6,0.027806355084636025
3622A25Z1,0.05052547789222739
36241KY77,0.2142754039826701
36241LVZ6,0.17123500412717196
3622ABA44,0.0009139961217129455
36241KFD5,0.3415271618467607
36241LP59,0.17588349731769215
36241LNH5,0.1190994792168728
3622A2QE5,0.33707608013020685
3622A2LU4,0.43063838047079095
3622A3CA6,0.20324363386233824
3622A2UJ9,0.205581559078723
36225BNE4,0.01245334442714574
36241LVC7,0.27465760344568346
3622AAM84,0.4797180583199573
36241KMC9,0.5916797365636353
3622A2T44,0.055473999264914475
36225AGW4,0.10590033324708847
3622A22P6,0.0005428620298221221
3622A2EK4,0.229323927323678
36241KHU5,0.10409953656478899
36241K7M4,0.10857010036042569
36225BQ68,0.07515150918839963
36241LTC0,0.4478265088103276
3622AA2H6,0.0025836190893347988
36225BCA4,0.5309383220165602
36225BLG1,0.2575240993731571
3622AADH4,0.8642748358823257
36241KJD1,0.06276325677983818
3622A2GN6,0.13370764802211732
36225BFC7,0.13611241491603954
36225B5J3,0.13473326222112714
3622A2AS1,0.3377685353772326
36225BLE6,0.15408333101217575
3622AAVQ4,0.15726529447162163
36225AZN3,0.10026173245362091
36241KTV0,0.11993557255788845
36225ACS7,0.001000000000000334
3622AAGR9,0.9193947159005115
36241KW87,0.08336276911303264
3622A2P89,0.6020044598025184
36225BMQ8,0.46062959127253
3622A2AT9,0.2771149069164176
3622AABE3,0.2860268164124574
3622AAV92,0.13971885120074856
36241LZ41,0.22087233951323315
36241L4D5,0.32690884589074987
3622AAY73,0.544912394549359
36241LVA1,0.2797670734549623
3622AA4D3,0.1492526436156989
3622A2RT1,0.3860000000000001
3622A2EW8,0.2934351475478346
3622A2YS5,0.28119844601444877
3622AADM3,0.35757670209600634
3622A2WU2,0.2326356791515497
3622A3CL2,0.12497140195038459
3622AAZ56,0.06227269827131343
36241KTM0,0.08533679014213769
36225AMX5,0.17881987486897666
36225BJH2,0.13843031891672775
36241LUK0,0.1856122004518277
36241LHC3,0.35762632914132486
36225BV88,0.014528538799218671
3622AAF33,0.168340474551685
3622AAT87,0.28330829826843495
3622A2PK2,0.11019714477304487
3622A2TH5,0.16389164676745316
3622A2FE7,0.2349374567493362
3622AAY32,0.2742842520509178
36241KDW5,0.12231261865716248
36225ANQ9,0.11962545710230743
36241KRS9,0.17379471678984193
3622A2WK4,0.26228292553407206
3622AAHH0,0.21698766278441917
3622A2H54,0.22806024998817342
36225AXC9,0.04805268098059823
36241KXY9,0.1839321785923228
36225ALC2,0.24011707195543464
36225BMH8,0.10006087106474537
36225BBZ0,0.22267140796613327
36241LDP8,0.15894680840863318
36225A5V8,0.052962337004265
3622AAUD4,0.5922443672727146
36241LXE1,0.2909999999999996
3622A2DH2,0.279098471261246
36241KC71,0.19404849334340535
3622AAE42,0.22631988487317511
36241KE95,0.09729788059487299
36241LNY8,0.46506207025215296
36241K5G9,0.15557205624023684
36241LZH2,0.6022739002835966
36241LES1,0.46648543707199563
3622A2V74,0.12476481620784785
36241K4Z8,0.2056266300568209
3622AASS4,0.16854236959700997
3622A2A69,0.2889642743212303
36241LGW0,0.22281628188618852
36225AMF4,0.6833804102556669
36241KAU2,0.04306667863694802
36241LYL4,0.24223904568375054
3622AAL28,0.24769503299070705
3622AATD6,0.480679808118046
3622AAZT4,0.014144493812491943
36241L3V6,0.2939999999999996
36241KRF7,0.142932499602608
36225BGH5,0.1029859891217686
3622A2V33,0.18958110318593302
36241LE28,0.10642242092757359
36241L3G9,0.07669503333134031
3622AAS54,0.8445125208952076
3622A2BM3,0.2769277967117917
3622AAZL1,0.05981668011652408
36241K5F1,0.10712414240408663
36225AZB9,0.07090629811484239
36241KGL6,0.0924848745751492
36241LFY7,0.20745489762296454
3622A24D1,0.4030833996548412
3622A2FV9,0.02064325201455197
3622AAKZ6,0.07606736842176387
36241KBK3,0.028411363885825214
3622A2KZ4,0.014662325174486956
3622A2K92,0.15871150696208713
3622AATE4,0.15434671188910853
36225BZT8,0.4362955307470304
36241KKX5,0.00418119579766052
36241LPY6,0.18471548250233893
36225BSJ8,0.36083285637147455
36225BEN4,0.015448614936252048
3622AAPJ7,0.3869427096578618
36241LAB2,0.40296030467315824
36241LKU9,0.13959661272040624
3622A2CQ3,0.061763479110668595
36241L5F9,0.1441541051974884
36241KE46,0.1596282875027657
3622A2DK5,0.14432049681236225
36225BVY1,0.2043758374492185
3622A22X9,0.31496739633534543
3622AASY1,0.477394291621981
3622AAGU2,0.5034667595911835
36241KYN2,0.12903759020099992
36241KPB8,0.0455781971360949
36241KXA1,0.14091405241498345
36241LWM4,0.18277881939863305
36241LZF6,0.2764699875353771
36225BMW5,0.13752640522703108
3622AAZD9,0.3565063704150516
36241KZG6,0.16829648645227802
36225BU63,0.042122763501747595
36225AY79,0.4501693237842491
3622AAW59,0.3922526932887791
36241KNS3,0.0795459519237065
3622AA5D2,0.28580786852130224
3622ABA93,0.04904204871237128
3622AANP5,0.19062864411423552
3622A2UZ3,0.1443891018480069
36225BY36,0.08627443923329081
36241LT89,0.08342857131092818
36241LXD3,0.1158236581161084
36225BZ35,0.0800585382671406
3622AA2W3,0.16100919690155469
3622AAYX6,0.05992415779778559
3622A3CF5,0.12866913035552519
3622AADN1,0.46676804392985516
3622AAUA0,0.3925772494164621
3622AAT46,0.47151741119992674
3622AA4Z4,0.0610000000000005
36241LH66,0.22063136551225737
36225AR93,0.03403624892176316
3622A26S6,0.2689425441067821
36241LRH1,0.2156149417280826
36241KXC7,0.39412551752345726
36225AXM7,0.004492804814670626
3622A3AT7,0.30848392427082216
3622AAEG5,0.29802370399797595
3622AAMD3,0.28821918956006143
3622A2FZ0,0.12020362455905786
3622A2XT4,0.0064114344761476705
3622AARM8,0.30428448864269986
36241KLP1,0.433919626916658
3622AAGQ1,0.8521151404118377
36241KWW4,0.1943981693006933
36225AWX4,0.011790917455266392
36225AN63,0.054416791698289835
3622AA3U6,0.5699282003755786
36225BG93,0.10780081088918425
36225BKR8,0.011635936482563447
36241LPB6,0.2972623823941434
36241LSC1,0.2864809905718485
3622ABAL6,0.13637800343635686
36241LYY6,0.21736315240085102
36241LXY7,0.3079759245882855
3622A2PT3,0.10493118595161455
36241LXC5,0.4206713129846872
3622AAEM2,0.04793203028848081
36225AEJ5,0.5033470291367168
36241KNC8,0
36241LHE9,0.007118470771843244
36241KXZ6,0.31517072493395604
36241KBS6,0.18466556926267574
3622AAVL5,0.06406006009264764
36225AZP8,0.030401168059296824
36241L4H6,0.1071164155192732
36241L6L5,0.17325926901470756
36225AMU1,0.05818403873422928
36241LCV6,0.11301118486511186
36225BMM7,0.5764851544386976
36225B2S6,0.027469487336346243
36241LDN3,0.4648992402173133
3622A2AC6,0.047185912558610044
36241LDY9,0.2438409915993548
36225BKL1,0.011274132815182414
3622A2BG6,0.34404208996795094
36241LVW3,0.45396108607752217
36241KTE8,0.18871673707032066
3622AAM43,0.0025522737475861534
36225BZ68,0.21619697682829353
3622AAMG6,0.11241286023771313
36241K4F2,0.12245300736579501
36225AA83,0.1303150273108883
3622AAEA8,0.44262409536339464
3622A2R87,0.39800000000000024
3622A22Z4,0.22644370849319673
36241L5T9,0.26300000000000034
3622A2W32,0.26443391376730463
3622A2R46,0.1933717965892915
36241LPJ9,0.04455107456184637
36241KJY5,0.21918375790940303
3622A2BL5,0.008215101285068416
3622A2D41,0.20559114358720998
36241LDB9,0.23496557974452825
3622A2AP7,0.19478156479073927
36241LZ82,0.2547530987500384
36225BFG8,0.13660622347706086
3622AALW2,0.3961782288287662
3622AAJT2,0.2371755263332731
3622AAX33,0.10160382063763362
3622A2K50,0.20616490346519512
36241KV54,0.33507532131599815
36241LPM2,0.278574679636339
36225A4C1,0
3622A2A51,0.27600000000000036
3622A2GG1,0.18045004293809375
3622AACE2,0.21344010965358662
3622A22T8,0.2958923565184597
3622AAXX7,0.06551452613963216
36225BGN2,0.07627800124280237
3622A2BA9,0.2388375776283811
36241KWA2,0.0036193761960128246
3622AAAW4,0.16177990535793874
36225B4E5,0.03394714045000735
3622A3CT5,0.04003167601952007
36241LQ74,0.3012544165233183
3622AA4W1,0.02877924910679297
36241KS74,0.14367146832401279
36241KYE2,0.1833733930944813
36241KM70,0.15228121655029314
3622A2W99,0.008161158758727471
36225AVP2,0.3305162842386745
36241KR67,0.1725014697654199
3622A2GV8,0.0015376063695755615
36225A6J4,0.3627281672351459
36225AH29,0.011992181171099126
3622ABAZ5,0.1160393079564247
36241L6B7,0.06358867246894617
36225AVY3,0.21619351211195814
3622A2Z54,0
3622AARZ9,0.08616993753650071
36225AHB9,0.16825694327318763
36241K2X5,0.18338924479872654
3622AAVA9,0.4613703301378229
3622AAHG2,0.3227413408633052
36225AKF6,0.11473521767562156
36225BD88,0.009926673010413167
36241KSM1,0.0007376977836248688
36225B7B8,0.34060213772674963
36225BPP7,0.07151590126054652
3622AAMN1,0.41742502017205707
3622A2JY9,0.7044526768181236
3622AA4B7,0.0005118286080767476
3622A2CM2,0.2372513840392284
36241KLB2,0.2820674437857601
36225BXV5,0.10812305904035147
36241KLR7,0.13086680336308476
36241KP44,0.13455762926090664
36241KSU3,0.15464277559885442
36241KHG6,0.008691302747362406
36241KTB4,0.13899412705111047
3622AALD4,0.17614336453082813
36241K6N3,0.11805977706370585
36241LD60,0.2621095373874369
3622AAXH2,0.290864984574132
36241K5N4,0.19011417916475581
36241KJ33,0.07216719339363498
36225AA91,0.17610810762371765
3622AACX0,0.25423815820091034
36225ATS9,0.09982150972003367
36241KRA8,0.09821283602840569
36241KPG7,0.26078129847829534
36225BAP3,0.07010368199752415
3622A26Y3,0.38774448232231074
3622AAVM3,0.04862178348009949
36241LLM6,0.2174039275290729
3622AARX4,0.3568869865464953
3622AADR2,0
3622A3AJ9,0.5662588864860765
36225AYH7,0
36241LXG6,0.2748771149711404
36241LAU0,0.06536413236983785
3622AAXK5,0.23353267370296582
3622AADT8,0.09307829666954337
3622A2UD2,0.22568536028343278
3622A3BG4,0.27877365807152443
3622A2AZ5,0.0040376923156982825
