cusip,name,indicator,type,issuedate,maturitydate,originalface,istbaelig
36241KWB0,782442,X,SP,20081001,20381015,81005000,t
36241KUG1,782383,X,SP,20080801,20370415,230005000,t
36241KWK0,782450,X,SP,20081101,20381115,600005000,t
36241KVW5,782429,X,SP,20081001,20381015,125005000,t
36241KWS3,782457,X,SP,20081101,20381115,600005000,t
36241KT99,782376,X,SP,20080801,20380815,55005000,t
36241KWH7,782448,X,SP,20081001,20381015,500005000,t
36241KXE3,782477,X,SP,20081201,20381115,300005000,t
36241KU22,782401,X,SP,20080901,20380915,500005000,t
36241KT73,782374,X,SP,20080801,20380715,708077860,t
36241KUK2,782386,X,SP,20080901,20380815,250005000,t
36241KW20,782465,X,SP,20081101,20381115,500005000,t
36241KWV6,782460,X,SP,20081101,20331115,15616828,t
36241KUN6,782389,X,SP,20080901,20310815,18819991,t
36241KVQ8,782423,X,SP,20081001,20381015,1325005000,t
36241KWJ3,782449,X,SP,20081001,20380915,1000005000,t
36241KUL0,782387,X,SP,20080901,20380815,250005000,t
36241KW61,782469,X,SP,20081101,20381115,810504923,t
36241KWF1,782446,X,SP,20081001,20330815,25193683,t
36241KWX2,782462,X,SP,20081101,20381115,800005000,t
36241KXB9,782474,X,SP,20081201,20381215,1750005000,t
36241KUQ9,782391,X,SP,20080901,20380915,100005000,t
36241KWD6,782444,X,SP,20081001,20381015,119301345,t
36241KUM8,782388,X,SP,20080901,20380815,250005000,t
36241KU89,782407,X,SP,20080901,20380915,300005000,t
36241KYR3,782520,X,SP,20081201,20381215,500005000,t
36241KZC5,782539,X,SP,20090101,20381115,250005000,t
36241KZ84,782567,X,JP,20090201,20240215,34236773,f
36241K2N7,782581,X,SP,20090201,20381015,300048197,t
36241KY51,782532,X,SP,20090101,20381215,100005000,t
36241KXY9,782495,X,SP,20081201,20381215,2700005000,t
36241KXZ6,782496,X,SP,20081201,20381115,500005000,t
36241KYE2,782509,X,SP,20081201,20381215,600005000,t
36241KZL5,782547,X,SP,20090101,20350215,15585618,t
36241KZF8,782542,X,SP,20090101,20390115,80005000,t
36241K2K3,782578,X,SP,20090201,20390215,500005000,f
36241KY93,782536,X,SP,20090101,20390115,100005000,t
36241KXQ6,782487,X,SP,20081201,20381215,700005000,t
36241KXV5,782492,X,SP,20081201,20381215,100005000,t
36241KZP6,782550,M,SP,20090201,20390220,335005000,t
36241K2B3,782570,X,SP,20090201,20390215,500005000,t
36241KZ92,782568,X,SP,20090201,20390215,100005000,t
36241KY44,782531,X,SP,20090101,20390115,100005000,t
36241KZW1,782557,X,SP,20090201,20390115,500005000,t
36241KYV4,782524,X,SP,20081201,20381215,206005000,t
36241KZ50,782564,X,SP,20090201,20390215,520005000,t
36241K2Q0,782583,M,SP,20090201,20390220,100005000,t
36241KYC6,782507,X,SP,20081201,20241015,20015414,f
36241KYD4,782508,X,SP,20081201,20381215,500005000,t
36241KYJ1,782513,X,SP,20081201,20381215,500005000,t
36241KZB7,782538,X,SP,20090101,20390115,40005000,t
36241KYP7,782518,X,SP,20081201,20381215,300005000,t
36241K2L1,782579,X,SP,20090201,20390215,100005000,t
36241KYQ5,782519,X,SP,20081201,20381015,100005000,t
36241KZK7,782546,X,SP,20090101,20340815,11523470,t
36241K2S6,782585,X,SP,20090301,20381215,100158689,t
36241KZR2,782552,X,SP,20090201,20390215,285005000,t
36241KYF9,782510,X,SP,20081201,20381215,200005000,t
36241KZY7,782559,X,SP,20090201,20390115,200005000,t
36241KY85,782535,X,SP,20090101,20390115,80005000,t
36241KXW3,782493,X,SP,20081201,20381215,300005000,t
36241KZ68,782565,X,SP,20090201,20390215,600005000,t
36241KXS2,782489,X,SP,20081201,20381115,200005000,t
36241KZJ0,782545,X,SP,20090101,20260215,13679758,f
36241K2U1,782587,X,SP,20090301,20390215,81005000,t
36241K2A5,782569,X,SP,20090201,20390215,200005000,t
36241KZQ4,782551,X,SP,20090201,20390215,250005000,t
36241KXT0,782490,X,SP,20081201,20381215,100005000,t
36241KZZ4,782560,X,SP,20090201,20390215,265005000,t
36241KX78,782502,X,SP,20081201,20381215,70005000,t
36241KYW2,782525,X,SP,20081201,20350415,14005000,t
36241KYS1,782521,X,SP,20081201,20381215,100005000,t
36241K2J6,782577,X,SP,20090201,20390215,520005000,t
36241KZH4,782544,X,SP,20090101,20310715,13198977,t
36241KYY8,782527,M,SP,20081201,20381220,70918638,t
36241K2C1,782571,X,SP,20090201,20390215,680005000,t
36241KXU7,782491,X,SP,20081201,20381215,330005000,t
36241KX37,782498,X,SP,20081201,20381215,500005000,t
36241KXR4,782488,X,SP,20081201,20381115,500005000,t
36241K2E7,782573,X,SP,20090201,20381215,258005000,t
36241KY28,782529,X,SP,20090101,20350515,106726488,t
36241KYZ5,782528,X,SP,20090101,20390115,862005000,t
36241KZ27,782561,X,SP,20090201,20381015,97005000,t
36241KX94,782504,X,SP,20081201,20381215,400005000,t
36241KX86,782503,X,SP,20081201,20381215,100005000,t
36241KX60,782501,X,SP,20081201,20381215,300005000,t
36241KYA0,782505,X,SP,20081201,20381215,100005000,t
36241K3C0,782595,X,JP,20090301,20240315,41451797,f
36241K5Z7,782664,X,SP,20090501,20390515,500005000,t
36241K7M4,782700,X,JP,20090701,20240715,25623203,f
36241LAA4,782701,X,SP,20090701,20381015,50005000,t
36241K4Z8,782640,X,SP,20090401,20390415,100005000,t
36241K5F1,782646,X,SP,20090501,20390415,100005000,t
36241LAB2,782702,X,SP,20090701,20330515,10331132,t
36241K6R4,782680,X,SP,20090601,20390615,500005000,f
36241K3Z9,782616,X,SP,20090401,20290915,23105658,t
36241K6W3,782685,X,SP,20090601,20390615,300005000,t
36241K7B8,782690,X,SP,20090601,20390615,950005000,f
36241K6X1,782686,X,SP,20090601,20390615,360005000,t
36241K5D6,782644,X,SP,20090501,20390415,560005000,t
36241K3U0,782611,M,SP,20090301,20390220,263452733,t
36241K6H6,782672,X,SP,20090601,20390615,200005000,f
36241K5M6,782652,X,SP,20090501,20390515,200005000,t
36241K5A2,782641,X,SP,20090401,20381215,40415982,t
36241K4S4,782633,X,SP,20090401,20390415,510005000,t
36241K5X2,782662,X,SP,20090501,20390515,500005000,t
36241K4D7,782620,X,SP,20090401,20390415,200005000,t
36241K3E6,782597,X,SP,20090301,20390315,500005000,t
36241K7D4,782692,M,SP,20090601,20390620,50005000,t
36241K5U8,782659,X,SP,20090501,20390515,155005000,t
36241K5W4,782661,X,SP,20090501,20390515,250005000,t
36241K3Y2,782615,X,SP,20090401,20350615,81792909,f
36241K4A3,782617,X,SP,20090401,20340915,37383994,t
36241K7L6,782699,X,SP,20090701,20390315,60005000,t
36241K3S5,782609,X,SP,20090301,20390315,100005000,t
36241K5T1,782658,M,SP,20090501,20390120,100005000,t
36241K4X3,782638,X,SP,20090401,20390415,50005000,t
36241K5E4,782645,X,SP,20090501,20390415,100005000,t
36241LAD8,782704,X,SP,20090701,20390715,350005000,t
36241K4T2,782634,X,SP,20090401,20390415,280005000,t
36241K4Y1,782639,X,SP,20090401,20381215,550005000,t
36241K5V6,782660,X,SP,20090501,20390515,160005000,t
36241K3Q9,782607,X,SP,20090301,20390315,277644587,t
36241K6Y9,782687,X,SP,20090601,20390515,100005000,t
36241K5J3,782649,X,SP,20090501,20390515,160005000,t
36241K3J5,782601,X,SP,20090301,20390315,200005000,t
36241K5Q7,782655,X,SP,20090501,20390515,500005000,t
36241K6A1,782665,X,SP,20090501,20390515,750005000,t
36241LAC0,782703,X,SP,20090701,20331115,24395697,t
36241K4H8,782624,X,SP,20090401,20390415,600005000,t
36241K3D8,782596,X,SP,20090301,20390315,860005000,t
36241K5P9,782654,X,SP,20090501,20390515,500005000,t
36241K3F3,782598,M,SP,20090301,20390320,100005000,t
36241LA97,782732,X,SP,20090801,20390815,200005000,t
36241LBY1,782755,X,SP,20090901,20390915,500005000,f
36241LB88,782763,X,SP,20090901,20390915,510005000,t
36241LB96,782764,X,SP,20090901,20361015,10283220,t
36241LCM6,782776,X,SP,20091001,20380915,114094270,t
36241LCZ7,782788,X,JP,20091001,20241015,10898005,f
36241LC79,782794,X,JP,20091001,20231015,10134160,f
36241LC87,782795,X,SP,20091001,20390915,500005000,t
36241LDE3,782801,X,JP,20091101,20241115,65005000,f
36241LD29,782821,X,SP,20091201,20391115,10593593,t
36241LCB0,782766,X,SP,20090901,20390915,500005000,f
36241LC53,782792,X,SP,20091001,20390515,300005000,t
36241LDN3,782809,X,SP,20091101,20391015,500005000,f
36241LDB9,782798,X,SP,20091101,20391115,600005000,t
36241LAU0,782719,X,SP,20090701,20390715,400379103,f
36241LAG1,782707,X,SP,20090701,20390715,700005000,t
36241LAF3,782706,X,SP,20090701,20390715,120005000,f
36241LA89,782731,X,SP,20090801,20390815,540005000,f
36241LDV5,782816,X,SP,20091201,20320115,40449370,t
36241LAQ9,782715,X,SP,20090701,20390715,300005000,f
36241LB47,782759,X,SP,20090901,20390915,570005000,f
36241LC20,782789,X,SP,20091001,20391015,545005000,t
36241LA30,782726,X,SP,20090801,20390815,100005000,t
36241LDZ6,782820,X,SP,20091201,20280215,30477873,t
36241LAH9,782708,X,SP,20090701,20390715,79999400,f
36241LA22,782725,X,SP,20090801,20390815,100005000,t
36241LBH8,782740,X,SP,20090801,20390715,300005000,t
36241LCL8,782775,X,SP,20091001,20391015,300005000,f
36241LB70,782762,X,SP,20090901,20390815,280005000,f
36241LDF0,782802,X,SP,20091101,20320315,15364291,t
36241LCY0,782787,X,SP,20091001,20391015,520005000,t
36241LAR7,782716,X,SP,20090701,20390715,500005000,t
36241LBR6,782748,X,SP,20090901,20350715,56520679,t
36241LD37,782822,X,SP,20091201,20391115,93005000,t
36241LAK2,782710,X,SP,20090701,20390715,500005000,f
36241LBW5,782753,X,SP,20090901,20390915,500005000,t
36241LCD6,782768,X,SP,20090901,20390715,300174654,f
36241LBX3,782754,X,SP,20090901,20390915,500005000,t
36241LCK0,782774,X,SP,20091001,20390915,150005000,t
36241LDA1,782797,X,SP,20091001,20390815,117005000,t
36241LBN5,782745,X,SP,20090801,20381115,500005000,f
36241LBL9,782743,X,SP,20090801,20390615,300005000,f
36241LB62,782761,X,SP,20090901,20390815,500005000,t
36241LCP9,782778,X,SP,20091001,20330115,15258327,t
36241LBF2,782738,X,SP,20090801,20390815,500005000,t
36241LBJ4,782741,X,SP,20090801,20390815,800005000,t
36241LBG0,782739,X,SP,20090801,20381115,200005000,t
36241LAL0,782711,X,SP,20090701,20390215,285005000,t
36241LB21,782757,X,SP,20090901,20390915,600005000,t
36241LA63,782729,X,SP,20090801,20390615,100005000,t
36241LDM5,782808,X,SP,20091101,20391115,725005000,f
36241LBB1,782734,X,SP,20090801,20390815,292005000,f
36241LAY2,782723,X,SP,20090801,20390815,100005000,f
36241LAE6,782705,X,SP,20090701,20390715,160005000,t
36241LAN6,782713,X,SP,20090701,20390715,515005000,t
36241LBS4,782749,X,SP,20090901,20390915,500005000,t
36241LDG8,782803,X,SP,20091101,20391115,100005000,t
36241LBC9,782735,X,SP,20090801,20390715,300005000,t
36241LAV8,782720,X,SP,20090701,20390115,66246894,t
36241LBP0,782746,X,SP,20090801,20381115,300005000,t
36241LCR5,782780,X,SP,20091001,20390915,640005000,t
36241LB54,782760,X,SP,20090901,20390115,170005000,f
36241LBM7,782744,X,SP,20090801,20381215,150005000,f
36241LAS5,782717,X,SP,20090701,20390215,102518069,f
36241LBK1,782742,X,SP,20090801,20390215,82005000,f
36241LED4,782832,X,SP,20091201,20391215,500005000,f
36241LE51,782856,X,SP,20100101,20251215,76586314,t
36241LE93,782860,X,SP,20100101,20341215,48101829,t
36241LFA9,782861,X,SP,20100101,20321215,92088411,t
36241LFC5,782863,X,SP,20100101,20331215,53192093,t
36241LFW1,782881,X,SP,20100201,20391115,100005000,t
36241LFY7,782883,X,SP,20100201,20400215,500005000,f
36241LF27,782885,X,SP,20100201,20391215,500005000,f
36241LGR1,782908,X,JP,20100301,20250315,199827046,f
36241LG75,782922,X,JP,20100401,20240315,18124263,f
36241LHD1,782928,X,SP,20100401,20400415,10340625,t
36241LHJ8,782933,X,JP,20100401,20231015,20747361,f
36241LHN9,782937,X,SP,20100401,20400415,100005000,f
36241LHP4,782938,X,SP,20100401,20400315,100005000,f
36241LH58,782952,X,SP,20100501,20400115,100005000,f
36241LH74,782954,X,SP,20100501,20400515,130005000,t
36241LGD2,782896,X,SP,20100301,20390915,487016429,f
36241LGW0,782913,M,SP,20100301,20391120,139968277,t
36241LHE9,782929,X,SP,20100401,20391215,100005000,t
36241LF76,782890,X,SP,20100201,20400215,500005000,f
36241LD78,782826,X,SP,20091201,20391115,725005000,f
36241LEE2,782833,X,SP,20091201,20391215,500005000,f
36241LJA5,782957,X,SP,20100501,20400515,100005000,t
36241LEG7,782835,X,SP,20091201,20391215,500005000,f
36241LHK5,782934,X,SP,20100401,20400215,100005000,t
36241LEC6,782831,X,SP,20091201,20391215,500005000,f
36241LE77,782858,X,SP,20100101,20391115,1475875460,f
36241LEJ1,782837,X,SP,20091201,20391215,500005000,f
36241LG83,782923,X,SP,20100401,20400415,100005000,t
36241LE44,782855,X,SP,20100101,20321215,101579977,t
36241LGN0,782905,X,SP,20100301,20400315,225005000,t
36241LGT7,782910,X,SP,20100301,20400315,200005000,t
36241LGC4,782895,X,SP,20100201,20330815,15032007,t
36241LHY5,782947,X,SP,20100501,20400515,200005000,f
36241LH90,782956,X,SP,20100501,20400515,500005000,t
36241LHH2,782932,X,SP,20100401,20400415,370005000,t
36241LG67,782921,X,SP,20100401,20400315,50005000,f
36241LH25,782949,X,SP,20100501,20400515,500005000,t
36241LD52,782824,X,SP,20091201,20360515,13074516,t
36241LFF8,782866,C,SP,20100201,20321220,63139875,t
36241LHR0,782940,X,SP,20100401,20400415,152654923,t
36241LHT6,782942,X,SP,20100401,20400115,53671509,t
36241LG59,782920,X,SP,20100401,20400315,100005000,t
36241LHL3,782935,X,SP,20100401,20400415,165005000,t
36241LHM1,782936,X,SP,20100401,20400415,100005000,t
36241LF35,782886,X,SP,20100201,20400215,500005000,f
36241LFV3,782880,X,SP,20100201,20391215,214005000,f
36241LEU6,782847,X,SP,20100101,20300115,30312858,t
36241LFB7,782862,X,SP,20100101,20341215,85185929,t
36241LHQ2,782939,X,SP,20100401,20360915,25816850,f
36241LEB8,782830,X,SP,20091201,20390915,160005000,t
36241LE85,782859,X,SP,20100101,20361215,123527219,t
36241LGX8,782914,X,SP,20100301,20400315,58005000,t
36241LFM3,782872,X,SP,20100201,20400215,200005000,f
36241LE36,782854,X,SP,20100101,20301115,68870202,t
36241LFX9,782882,X,SP,20100201,20400115,200005000,t
36241LEA0,782829,X,SP,20091201,20391215,410005000,t
36241LGG5,782899,X,SP,20100301,20400215,78767592,t
36241LHU3,782943,X,SP,20100401,20400415,55474634,t
36241LJN7,782969,X,SP,20100501,20360915,59225618,t
36241LJS6,782973,X,SP,20100601,20351115,69036180,t
36241LJW7,782977,X,JP,20100601,20250615,375005000,f
36241LJ80,782987,X,SP,20100601,20391215,120005000,t
36241LKL9,782999,X,SP,20100601,20391215,100005000,t
36241LKQ8,783003,X,SP,20100601,20351115,47237716,t
36241LL53,783048,X,SP,20100801,20250415,10360454,f
36241LMC7,783055,X,SP,20100801,20381015,11241032,t
36241LML7,783063,X,SP,20100801,20320715,10244615,f
36241LMP8,783066,X,SP,20100801,20391115,940005000,t
36241LMV5,783072,X,SP,20100801,20400415,10103707,f
36241LKJ4,782997,X,SP,20100601,20400615,20005000,t
36241LMZ6,783076,X,SP,20100801,20390915,355005000,f
36241LLM6,783032,X,SP,20100701,20400715,100005000,t
36241LMR4,783068,X,SP,20100801,20400815,100005000,t
36241LKC9,782991,X,SP,20100601,20380715,50433986,t
36241LLW4,783041,X,SP,20100801,20330315,10178195,t
36241LJD9,782960,X,SP,20100501,20391215,100005000,f
36241LMM5,783064,M,SP,20100801,20400620,200005000,t
36241LLE4,783025,X,SP,20100701,20400715,100005000,t
36241LLJ3,783029,X,SP,20100701,20400715,100005000,f
36241LJL1,782967,X,SP,20100501,20391215,210005000,t
36241LLD6,783024,X,SP,20100701,20400715,100005000,t
36241LMU7,783071,X,SP,20100801,20400415,370005000,f
36241LLH7,783028,M,SP,20100701,20400620,300005000,t
36241LMD5,783056,X,SP,20100801,20400815,500005000,t
36241LJF4,782962,X,SP,20100501,20400515,100005000,t
36241LMX1,783074,X,SP,20100801,20400215,610005000,f
36241LLQ7,783035,X,SP,20100701,20400615,500005000,t
36241LKD7,782992,X,SP,20100601,20400615,78830000,t
36241LLA2,783021,X,SP,20100701,20400615,150005000,t
36241LLT1,783038,M,SP,20100701,20400720,790005000,t
36241LLF1,783026,X,SP,20100701,20400715,150005000,f
36241LJC1,782959,X,SP,20100501,20400515,100005000,f
36241LK62,783017,X,SP,20100701,20340715,11426335,t
36241LLG9,783027,X,SP,20100701,20400715,100005000,f
36241LJX5,782978,X,SP,20100601,20400415,68005000,f
36241LK21,783013,X,SP,20100701,20391115,107889608,f
36241LJ98,782988,X,SP,20100601,20400415,520005000,f
36241LMK9,783062,X,SP,20100801,20341215,10056825,t
36241LJR8,782972,X,SP,20100601,20400215,200005000,f
36241LMY9,783075,X,SP,20100801,20400315,590005000,f
36241LK88,783019,M,SP,20100701,20390720,52994958,t
36241LJ49,782983,X,SP,20100601,20400415,500005000,f
36241LLN4,783033,X,SP,20100701,20400715,150005000,t
36241LMJ2,783061,X,SP,20100801,20350715,10731091,t
36241LME3,783057,M,SP,20100801,20400720,500005000,t
36241LMT0,783070,X,SP,20100801,20400815,400005000,t
36241LM29,783077,X,SP,20100801,20400815,200005000,f
36241LJG2,782963,X,SP,20100501,20400515,100005000,t
36241LLR5,783036,X,SP,20100701,20400215,200005000,f
36241LJJ6,782965,X,SP,20100501,20391115,100005000,f
36241LKM7,783000,X,SP,20100601,20400115,133943508,f
36241LKK1,782998,X,SP,20100601,20400615,150005000,t
36241LMW3,783073,X,SP,20100801,20400215,520005000,f
36241LMN3,783065,X,SP,20100801,20400815,90005000,t
36241LKH8,782996,X,SP,20100601,20400615,100005000,t
36241LKA3,782989,X,SP,20100601,20400615,300005000,t
36241LLL8,783031,X,SP,20100701,20400715,180005000,f
36241LLS3,783037,M,SP,20100701,20400720,50005000,t
36241LK96,783020,M,SP,20100701,20400720,200005000,t
36241LJH0,782964,X,SP,20100501,20400115,200005000,f
36241LLV6,783040,X,SP,20100701,20400715,150005000,f
36241LK39,783014,X,SP,20100701,20400315,50005000,t
36241LKF2,782994,X,SP,20100601,20400415,100005000,f
36241LKR6,783004,X,SP,20100701,20330515,10361047,t
36241LNR3,783100,X,JP,20100901,20250915,105782487,f
36241LQ25,783173,X,SP,20101101,20391215,500005000,t
36241LRD0,783184,X,SP,20101201,20400515,862005000,f
36241LRH1,783188,X,SP,20101201,20400315,10168174,t
36241LSB3,783214,X,JP,20110101,20251115,72250778,f
36241LP34,783142,X,SP,20101001,20400515,360005000,t
36241LNH5,783092,X,SP,20100901,20380415,11444972,t
36241LNY8,783107,X,SP,20100901,20400915,90005000,t
36241LPY6,783139,X,SP,20101001,20401015,300005000,t
36241LPB6,783118,X,SP,20101001,20401015,300005000,t
36241LN28,783109,X,SP,20100901,20400815,300005000,t
36241LM60,783081,X,SP,20100801,20400815,100005000,t
36241LNN2,783097,X,SP,20100901,20400915,120005000,t
36241LNP7,783098,X,SP,20100901,20400815,360005000,t
36241LN77,783114,X,SP,20100901,20400915,165630125,t
36241LR73,783210,X,SP,20110101,20410115,40005000,t
36241LSA5,783213,X,SP,20110101,20400915,99019530,f
36241LPL4,783127,X,SP,20101001,20401015,338480085,t
36241LPZ3,783140,X,SP,20101001,20401015,320005000,t
36241LQ41,783175,X,SP,20101101,20400515,300005000,t
36241LQU3,783167,X,SP,20101101,20401115,120005000,t
36241LP26,783141,X,SP,20101001,20401015,300005000,t
36241LP83,783147,X,SP,20101001,20401015,200005000,t
36241LQ82,783179,X,SP,20101101,20391215,105830872,f
