cusip,cpr
36241LGU4,0.1778585561382443
36225ACD0,0.019727353689608096
3622A2AX0,0.5282073183548825
36241LJN7,0.21046693747795964
36241KVC9,0.21325420760435854
3622AABW3,0.32242319283145104
36225AV23,1
36225APN4,0.1638750816843243
36241LPN0,0.23413441246431177
36241LHT6,0.05108500222087353
36225A3X6,0.13398853841349412
36225BYZ5,0.1358434011060723
3622AAAQ7,0.1886081981437202
36225ANY2,0.2676250637859139
36241LP34,0.1572465001867176
36241LZ58,0.27767667876185775
36225BE46,0.06137042517215119
36241LK70,0.15701090800578987
3622AA2U7,0.22051184210157915
36241K2F4,0.2146224140336711
36241KA65,0.1425384906447269
36241KMM7,0.1791733408641808
36241KRC4,0.1898949923692006
3622AAD92,0.30599316871893156
36241KQC5,0.07846242699903683
36241KF29,0.1692391019389914
36225ATG5,0.5504575819257508
36241K5Z7,0.1532538501143168
36241KSC3,0.19413460225373713
36241KEF1,0.18744205662500213
3622AAVB7,0.2612460185503709
3622AADG6,0.2962614078239636
36241KCK2,0.024815791030362133
36241LUP9,0.381037187650918
36225BRU4,0.05802550413454288
36225BUY2,0.016311266848864636
36225B7K8,0.116317113194631
36225BV47,0.09902525832494247
36225ANX4,0.2365253736298899
36241LGD2,0.21773672444285352
36241LJS6,0.382073602060676
36225BXT0,0.1202353341599427
36225BYP7,0.0002708406085126791
36241KQU5,0.45129636089527625
36225AN30,0.18283895403440298
36241K3B2,0.8985532252819325
36241LG59,0.1854574535724448
36225BE95,0.08267889295320352
36225BGW2,0.08479187937535704
36241K6U7,0.23054662223753586
36241KD62,0.04813658429143042
36225A4A5,0.30179940148159423
3622AAEB6,0.06493544121646022
36241KL89,0.08495316896076299
3622A2JX1,0.37554994849920487
36225AVA5,0.1719588784423104
36225BTU2,0.10009148487403818
36225BLU0,0.10448498946256957
36241L2A3,0.2800000002434554
36225A4P2,0.09871716276932174
3622A2RA2,0.14317613403961704
36225A4M9,0.006708976223256502
36241KJP4,0.24134459409963283
3622A2FK3,0.04432930987752026
36225BQT8,0.012017455187655401
36241KDH8,0.1641636478959423
36241KC48,0.06051060547364906
36225BBQ0,0.4546663874876693
36241L4E3,0.318862868824453
3622A2MS8,0.21984271509958553
36241KX29,0.12863306031631772
3622A2L59,0.19987915282014412
36241LYH3,0.20319103169063424
36225AMW7,0.3407960685367686
36225BGE2,0.31793333171294613
36241KXJ2,0.0835891208484133
36225B3Q9,0.19725877897311128
36241LZY5,0.21374135180368914
36241KZR2,0.3426917600073336
36241KU48,0.034721095821613646
36241LUF1,0.14828173447924442
36225BM47,0
3622A2M41,0.42705954057575046
36241KVY1,0.2657068598762442
36225BWT1,0.1191337037562713
36241KHH4,0.025548628170065202
36225BS90,0.5000401724739727
36241K7C6,0.1810839570116204
36225BWX2,0.06189402999960569
36241KHE1,0.030689836631927814
36241KAP3,0.16088571192882073
36225BZG6,0.18500000038499986
36225A3K4,0.026388024083912498
36225ANF3,0.22851398013549862
3622A2M66,0.21027009703582722
36241KW46,0.2881537249970213
36241LP75,0.2855001833507127
36225ATN0,0.16585641569845877
3622A2TX0,0.1442662637144998
36241KDB1,0.30100000322520615
36225BKC1,0.01043088450687657
3622A2KE1,0.42606743733512564
36225BNQ7,0.324718233032533
36241KYR3,0.21105843182833084
36225BPX0,0.053295625678576264
36241LK62,0.4162983333528204
36241LCB0,0.18130799788202234
36241KU63,0.16970109205379946
36241LKB1,0.34880160542797667
36241KB31,0.13898057809945175
36241L7C4,0.29300000031891427
36225BN95,0.20413013386908163
36241LRP3,0.0776655693111552
3622AADL5,0.0003103994253548237
36241LS98,0.1340304175944259
3622A3BA7,0.08693448318542518
36241K4S4,0.235259704343731
3622AAQ31,0.17692893313060487
36241KKG2,0.18633975153703342
36241K4K1,0.1503775394883593
36241LQL3,0.25338877862723996
36241KYX0,0.15465540344831408
36225APS3,0.42843754672766243
36225BU30,0.00966339603439692
36225BSM1,0.022228173536789964
36225AUN8,0.1407962911863747
36241KD47,0.07309976009901586
36225AC24,0.12008826213547918
36225AUM0,0.18407455919297644
36241KYF9,0.03374754906889876
3622AATB0,0.3141428128696413
36225BUC0,0.06512296393962336
36241LEX0,0.3024478082816916
36225AB66,0.03964468602524307
36241K5X2,0.2694830536388031
36241L4V5,0.24174745470459913
36241LJX5,0.3659475692109433
36225AHK9,0.9730773846412196
3622A25Z1,0.050525463407852134
36225AWW6,0.07984582566483822
36241LVZ6,0.17123500527614477
3622AAGK4,0.10738138943139475
36241KLT3,0.4015230969599366
3622AAD84,0.27237737159271935
36225B3N6,0.3286268674659407
36241KFD5,0.34152717253180054
36241L3U8,0.2779559530807707
36241LNH5,0.11890471419895099
36225AN89,0.08545618993235615
3622A3CA6,0.20324364689193808
36225B4C9,0.1007011819475172
36225BJK5,0.1601716734155021
36225BF78,0.0272483790778536
36225BNE4,0.012453352559252728
36225A3F5,0.046630111352979786
36241LVC7,0.27465761152554335
3622A2D33,0.12729970438628235
36241KMC9,0.5916798078746984
36225AVX5,0.03321512175256913
3622A2T44,0.05467020322141469
36225AGW4,0.10590061371125192
36241KHU5,0.10409955202227983
36241K4Q8,0.4080106331647776
36225BQ68,0.07515070823684922
36225BCA4,0.5310175068768652
36241K3R7,0.3040991047418752
36225BLG1,0.25752421120069924
36225AQF0,0.22963587661428664
36225ADS6,0.06327488761937694
36241LNK8,0.19339696034137122
36225A3B4,0.010436477342200434
3622A2QY1,0.37602238111563746
36225BG85,0.18795184910445173
36241KJD1,0.06276325908127789
3622A2GN6,0.13370766436967574
36225BFC7,0.13611494101369548
36225B5J3,0.13473326752316384
3622A2AS1,0.337768536937319
36225BLE6,0.1540835427684092
36225BSD1,0.005580769216222969
36225AZN3,0.10026173900292956
36225ACS7,0.0010002928824817126
36225BYJ1,0.1851292545280091
36225BVZ8,0.033383638597340504
36241KW87,0.08336277302822559
36225BNJ3,0.041683561962058135
36225BMQ8,0.46063178525083404
3622A2AT9,0.27711490708513997
36225BSQ2,0.12948209694958412
3622AATC8,0.253902317694393
36241LZ41,0.22087235612841138
36225BLZ9,0.06253531777239874
36241L4D5,0.32690851460874537
36241KY85,0.15416587566057605
3622AAY73,0.5447852777878037
36241K6L7,0.10430563237428736
3622A2EW8,0.29343515372722795
3622AACG7,0.135531756049187
3622AADM3,0.35757670425187693
36225AMT4,0.007000048518946644
36241KMJ4,0.14587914779537825
3622A2WU2,0.23263567861990564
36225A4J6,0.05817357918786692
3622A3CL2,0.12497140566290177
36225AMX5,0.17882089105080934
36225BJH2,0.13843048245208134
3622AAXS8,0.2898021015107358
36225BV88,0.014528543716993969
36241L5B8,0.28260823508624267
3622AAF33,0.16834056516575924
3622A2TH5,0.16389164916172705
36225BAK4,0.24263330417324802
36241LBL9,0.3326456522518927
3622AAFS8,0.3571142885710539
36225B6N3,0.14586071968653946
36241KDW5,0.12231262291753242
36225ANQ9,0.11962553718640612
36225B6E3,0.1403542642008292
36225A4L1,0.23240238940800717
36241KRS9,0.17379473235206744
3622A2WK4,0.26228280012500504
3622A2H54,0.22802623415965262
36225AXC9,0.04805286326906344
36225BSN9,0.3080635232654316
36241KXY9,0.1839310990856543
36225ALC2,0.24011864029858143
36225BMH8,0.100060931202689
36225BBZ0,0.2226716351539566
36225A5V8,0.05296235022523088
36241LL79,0.26900000014465697
36241LXE1,0.2909999998298577
3622A2DH2,0.27909848037263496
36225A3U2,0.038846040815403104
36241KE95,0.09695120318286621
36241LNY8,0.4650620843747002
36241LES1,0.46648545069929925
36241K4D7,0.305459240517411
36241K4Z8,0.20558626398386481
3622A2TY8,0.1669765153408056
3622A2QC9,0.1127323873448931
36241KLL0,0.42653798265174325
3622AASS4,0.1685423790743057
36241LGW0,0.22281628820832033
36225AMF4,0.6833809867689727
36241KAU2,0.043066681393344464
36241LYL4,0.2422390489261017
36241LJ98,0.23206699627565608
36225BQB7,0.043120132944952316
36241KJK5,0.3059570023466224
36241L3V6,0.2940000001803048
36241KRF7,0.14293251583630817
36225BGH5,0.1029863018478816
36225BPL6,0.08467879445005233
36241LE28,0.10642242123257462
36241L3G9,0.07669331899545584
36241KVV7,0.25994085957013835
3622A2BM3,0.2769277970812871
36241KE79,0.43944578224917363
36225AJZ4,0
36225AZB9,0.07090659418466239
36241KGL6,0.092482835204163
36241LFY7,0.2034427402245108
36241KBK3,0.02841138822288647
3622A2K92,0.15871151125496885
36225BGU6,0
36241LPY6,0.1847154862903262
36225BSJ8,0.360826982625442
36225BVN5,0.15024513522472172
36225BDZ8,0.21955779491271876
36225BEN4,0.015448621080398128
36241LAB2,0.4029162022264381
36225B7C6,0.04344572924839185
36225AKW9,0.01585591101530104
3622A2CQ3,0.061763479794519904
36225AB58,0.04278092007958689
3622A2TW2,0.23995041887963064
36241KE46,0.1596282904063807
36225BJB5,0.2699118487291824
36225BVY1,0.20437584403329978
3622A2RX2,0.7256088693784973
36241LYW0,0.1943204951428319
3622AASY1,0.4773942985008601
36241KPB8,0.045578204295912084
36241KXA1,0.14091402689314902
36225AUK4,0.03321015334428279
36241LWK8,0.22603831267802532
36241KQQ4,0.22762003755605031
36241LZF6,0.27646998821131163
36241K2Z0,0.05126685560162414
36225BMW5,0.1375264901829798
36225AHF0,0.5439530289562449
3622AAZD9,0.3565063975404267
36241KZG6,0.1682964877732076
36225BVM7,0.04178594868041707
36225BGL6,0.21487580885755453
36225BU63,0.042122766116854726
36225AY79,0.4501694133406844
36241KNS3,0.07954596459473029
3622AAST2,0.06532079301766813
3622AA5D2,0.28580788890746667
